Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Make_mean_encoded
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,15.7,12.4,14.2,20,334,260.9888535031847
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,16.1,12.4,14.5,19,339,260.9888535031847
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,21.4,17.2,19.5,14,325,260.9888535031847
FORD,F-150 RAPTOR 4WD,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.6,13.2,14.5,19,339,260.9888535031847
FORD,FIESTA,SUBCOMPACT,1.6,4,AM6,X,8.6,6.4,7.6,37,179,260.9888535031847
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.6,6.7,7.8,36,182,260.9888535031847
FORD,FIESTA ST,SUBCOMPACT,1.6,4,M6,X,9.0,7.1,8.2,34,192,260.9888535031847
FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,14.7,10.2,12.7,22,298,260.9888535031847
FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22,303,260.9888535031847
FORD,FLEX AWD GTDI,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,322,260.9888535031847
FORD,FOCUS,COMPACT,1.0,3,AS6,X,8.5,6.2,7.5,38,176,260.9888535031847
FORD,FOCUS,COMPACT,1.0,3,M6,X,7.9,5.9,7.0,40,164,260.9888535031847
FORD,FOCUS,COMPACT,2.0,4,AM6,X,8.9,6.1,7.7,37,179,260.9888535031847
FORD,FOCUS,COMPACT,2.0,4,AS6,X,9.8,7.0,8.5,33,200,260.9888535031847
FORD,FOCUS,COMPACT,2.0,4,M5,X,9.5,6.9,8.3,34,196,260.9888535031847
FORD,FOCUS RS AWD,MID-SIZE,2.3,4,M6,Z,12.2,9.0,10.8,26,252,260.9888535031847
FORD,FOCUS ST,MID-SIZE,2.0,4,M6,X,10.5,7.8,9.3,30,219,260.9888535031847
FORD,FUSION,MID-SIZE,1.5,4,AS6,X,10.0,7.0,8.7,32,203,260.9888535031847
FORD,FUSION,MID-SIZE,2.0,4,AS6,X,11.2,7.6,9.6,29,225,260.9888535031847
FORD,FUSION,MID-SIZE,2.5,4,A6,X,11.3,7.4,9.5,30,223,260.9888535031847
FORD,FUSION AWD,MID-SIZE,2.0,4,AS6,X,11.8,8.2,10.2,28,238,260.9888535031847
FORD,FUSION AWD,MID-SIZE,2.7,6,AS6,X,13.8,9.1,11.8,24,277,260.9888535031847
FORD,FUSION HYBRID,MID-SIZE,2.0,4,AV,X,5.5,5.6,5.6,50,131,260.9888535031847
FORD,GT,TWO-SEATER,3.5,6,AM7,Z,20.4,13.1,17.1,17,403,260.9888535031847
FORD,MUSTANG,SUBCOMPACT,2.3,4,AS10,X,11.0,7.4,9.4,30,219,260.9888535031847
FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,AS10,X,11.8,8.1,10.1,28,236,260.9888535031847
FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,X,11.0,7.7,9.5,30,222,260.9888535031847
FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,11.8,8.4,10.3,27,240,260.9888535031847
FORD,MUSTANG,SUBCOMPACT,5.0,8,AS10,X,15.1,9.3,12.5,23,291,260.9888535031847
FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,X,15.5,9.5,12.8,22,300,260.9888535031847
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS10,X,11.8,8.2,10.2,28,238,260.9888535031847
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,M6,X,11.8,8.4,10.3,27,240,260.9888535031847
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,AS10,X,15.5,10.0,13.1,22,305,260.9888535031847
FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8,M6,Z,17.2,11.3,14.6,19,341,260.9888535031847
FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,X,16.2,12.8,14.7,19,345,260.9888535031847
FORD,T-150 WAGON,VAN - PASSENGER,3.7,6,AS6,X,16.8,13.1,15.1,19,354,260.9888535031847
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,13.1,8.7,11.1,25,260,260.9888535031847
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,17.6,11.7,15.0,19,249,260.9888535031847
FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,14.6,10.0,12.5,23,294,260.9888535031847
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,13.6,9.9,12.4,23,291,260.9888535031847
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.7,13.4,16.3,17,271,260.9888535031847
FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.7,10.4,27,244,260.9888535031847
FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.2,11.9,14.3,20,234,260.9888535031847
FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.3,8.8,10.7,26,251,260.9888535031847
FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.8,12.1,14.7,19,241,260.9888535031847
GENESIS,G80 AWD,FULL-SIZE,3.3,6,AS8,Z,13.8,9.7,11.9,24,282,284.84
GENESIS,G80 AWD,FULL-SIZE,3.8,6,AS8,X,13.4,9.6,11.7,24,276,284.84
GENESIS,G80 AWD,FULL-SIZE,5.0,8,AS8,Z,15.6,10.4,13.2,21,312,284.84
GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.7,9.7,11.9,24,279,284.84
GENESIS,G90 AWD,FULL-SIZE,5.0,8,AS8,Z,15.2,10.2,13.0,22,306,284.84
GMC,ACADIA,SUV - STANDARD,2.5,4,A6,X,11.0,9.2,10.2,28,239,299.9176829268293
GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,13.1,9.4,11.4,25,268,299.9176829268293
GMC,ACADIA AWD,SUV - STANDARD,2.5,4,A6,X,11.2,9.4,10.4,27,243,299.9176829268293
GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,13.5,9.5,11.7,24,275,299.9176829268293
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26,253,299.9176829268293
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,M6,X,11.9,9.2,10.7,26,251,299.9176829268293
GMC,CANYON,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,8.0,9.6,29,257,299.9176829268293
GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,274,299.9176829268293
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.6,9.8,11.3,25,266,299.9176829268293
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.1,8.3,10.4,27,279,299.9176829268293
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.1,10.0,12.2,23,288,299.9176829268293
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,10.0,11.8,24,278,299.9176829268293
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.4,17.1,17,284,299.9176829268293
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,298,299.9176829268293
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,298,299.9176829268293
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.7,13.9,17.0,17,283,299.9176829268293
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.9,10.9,13.1,22,307,299.9176829268293
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,13.8,20,323,299.9176829268293
GMC,SIERRA eASSIST,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.4,10.0,11.8,24,278,299.9176829268293
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,23,294,299.9176829268293
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.2,15.2,18.0,16,296,299.9176829268293
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307,299.9176829268293
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307,299.9176829268293
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.0,15.0,18.3,15,309,299.9176829268293
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.6,11.6,13.8,20,324,299.9176829268293
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.0,11.7,14.1,20,331,299.9176829268293
GMC,SIERRA eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13.0,22,304,299.9176829268293
GMC,TERRAIN,SUV - SMALL,1.5,4,A9,X,9.2,7.9,8.6,33,201,299.9176829268293
GMC,TERRAIN,SUV - SMALL,1.6,4,A6,D,8.5,6.0,7.4,38,198,299.9176829268293
GMC,TERRAIN AWD,SUV - SMALL,1.5,4,A9,X,9.6,8.3,9.0,31,210,299.9176829268293
GMC,TERRAIN AWD,SUV - SMALL,1.6,4,A6,D,8.5,6.1,7.4,38,198,299.9176829268293
GMC,TERRAIN AWD,SUV - SMALL,2.0,4,A9,Z,11.2,9.0,10.2,28,239,299.9176829268293
GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305,299.9176829268293
GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305,299.9176829268293
GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,E,19.8,13.9,17.2,16,285,299.9176829268293
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310,299.9176829268293
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310,299.9176829268293
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.8,14.5,18.0,16,299,299.9176829268293
GMC,YUKON 4WD,SUV - STANDARD,6.2,8,A10,Z,16.4,10.7,13.8,20,325,299.9176829268293
GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305,299.9176829268293
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305,299.9176829268293
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,E,19.8,13.9,17.2,16,285,299.9176829268293
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,15.3,10.9,13.3,21,313,299.9176829268293
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.3,10.9,13.3,21,312,299.9176829268293
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.3,15.7,19.3,15,321,299.9176829268293
GMC,YUKON XL 4WD,SUV - STANDARD,6.2,8,A10,Z,17.1,11.3,14.5,19,340,299.9176829268293
HONDA,ACCORD,FULL-SIZE,1.5,4,AV,X,7.9,6.3,7.2,39,168,190.2196261682243
HONDA,ACCORD,FULL-SIZE,1.5,4,AV7,X,8.2,6.8,7.6,37,177,190.2196261682243
HONDA,ACCORD,FULL-SIZE,1.5,4,M6,X,8.9,6.7,7.9,36,185,190.2196261682243
HONDA,ACCORD,FULL-SIZE,2.0,4,M6,X,10.7,7.3,9.2,31,214,190.2196261682243
HONDA,ACCORD SPORT/TOURING,MID-SIZE,2.0,4,AS10,X,10.4,7.4,9.1,31,211,190.2196261682243
HONDA,ACCORD HYBRID,FULL-SIZE,2.0,4,AV,X,5.0,5.1,5.1,55,118,190.2196261682243
HONDA,CIVIC COUPE,COMPACT,1.5,4,AV,X,7.5,5.9,6.8,42,158,190.2196261682243
HONDA,CIVIC COUPE,COMPACT,1.5,4,M6,X,7.7,5.7,6.8,42,158,190.2196261682243
HONDA,CIVIC COUPE,COMPACT,2.0,4,AV,X,7.8,6.0,7.0,40,163,190.2196261682243
HONDA,CIVIC COUPE,COMPACT,2.0,4,M6,X,8.5,6.1,7.4,38,173,190.2196261682243
HONDA,CIVIC COUPE Si,COMPACT,1.5,4,M6,Z,8.4,6.2,7.4,38,173,190.2196261682243
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV,X,7.7,6.0,6.9,41,162,190.2196261682243
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV7,X,7.9,6.6,7.3,39,170,190.2196261682243
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,M6,X,8.0,6.2,7.2,39,167,190.2196261682243
HONDA,CIVIC HATCHBACK SPORT,FULL-SIZE,1.5,4,AV7,Z,7.9,6.6,7.3,39,170,190.2196261682243
HONDA,CIVIC HATCHBACK SPORT,FULL-SIZE,1.5,4,M6,Z,8.0,6.2,7.2,39,167,190.2196261682243
HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,AV,X,7.4,5.6,6.6,43,153,190.2196261682243
HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,AV,X,7.8,6.0,7.0,40,163,190.2196261682243
HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,M6,X,8.5,6.0,7.4,38,172,190.2196261682243
HONDA,CIVIC SEDAN Si,MID-SIZE,1.5,4,M6,Z,8.4,6.2,7.4,38,173,190.2196261682243
HONDA,CIVIC TYPE R,FULL-SIZE,2.0,4,M6,Z,10.6,8.3,9.6,29,224,190.2196261682243
HONDA,CR-V,SUV - SMALL,1.5,4,AV,X,8.4,7.0,7.8,36,181,190.2196261682243
HONDA,CR-V AWD,SUV - SMALL,1.5,4,AV,X,8.7,7.2,8.0,35,188,190.2196261682243
HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,7.0,5.9,6.5,43,151,190.2196261682243
HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,7.6,6.5,7.0,40,166,190.2196261682243
HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.6,7.4,38,174,190.2196261682243
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV,X,8.3,6.9,7.7,37,180,190.2196261682243
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV7,X,8.3,6.9,7.7,37,180,190.2196261682243
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,M6,X,9.4,7.1,8.4,34,195,190.2196261682243
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV,X,8.9,7.5,8.2,34,194,190.2196261682243
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,X,8.9,7.5,8.2,34,194,190.2196261682243
HONDA,ODYSSEY,MINIVAN,3.5,6,AS9,X,12.6,8.4,10.7,26,252,190.2196261682243
HONDA,ODYSSEY TOURING,MINIVAN,3.5,6,AS10,X,12.2,8.5,10.6,27,247,190.2196261682243
HONDA,PILOT AWD,SUV - SMALL,3.5,6,A6,X,13.0,9.3,11.3,25,266,190.2196261682243
HONDA,PILOT AWD,SUV - SMALL,3.5,6,AS9,X,12.4,9.3,11.0,26,256,190.2196261682243
HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A6,X,12.8,9.5,11.3,25,264,190.2196261682243
HYUNDAI,ELANTRA,MID-SIZE,1.6,4,AM7,X,8.9,7.0,8.1,35,189,208.87142857142857
HYUNDAI,ACCENT,COMPACT,1.6,4,AS6,X,8.3,6.2,7.4,38,173,208.87142857142857
HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.2,6.3,7.3,39,173,208.87142857142857
HYUNDAI,ELANTRA,MID-SIZE,1.6,4,M6,X,10.7,7.8,9.4,30,221,208.87142857142857
HYUNDAI,ELANTRA,MID-SIZE,2.0,4,AS6,X,8.3,6.4,7.4,38,174,208.87142857142857
HYUNDAI,ELANTRA,MID-SIZE,2.0,4,M6,X,9.3,6.4,8.0,35,188,208.87142857142857
HYUNDAI,ELANTRA GT,FULL-SIZE,1.6,4,AM7,X,9.2,7.1,8.3,34,194,208.87142857142857
HYUNDAI,ELANTRA GT,FULL-SIZE,1.6,4,M6,X,10.7,8.1,9.6,29,226,208.87142857142857
HYUNDAI,ELANTRA GT,FULL-SIZE,2.0,4,AS6,X,9.4,7.2,8.4,34,198,208.87142857142857
HYUNDAI,ELANTRA GT,FULL-SIZE,2.0,4,M6,X,9.8,7.3,8.7,32,205,208.87142857142857
HYUNDAI,IONIQ,FULL-SIZE,1.6,4,AM6,X,4.3,4.4,4.3,66,102,208.87142857142857
HYUNDAI,IONIQ BLUE,FULL-SIZE,1.6,4,AM6,X,4.2,4.0,4.1,69,96,208.87142857142857
HYUNDAI,KONA,SUV - SMALL,2.0,4,AS6,X,8.6,7.0,7.9,36,186,208.87142857142857
HYUNDAI,KONA AWD,SUV - SMALL,1.6,4,AM7,X,9.0,8.0,8.6,33,201,208.87142857142857
HYUNDAI,KONA AWD,SUV - SMALL,2.0,4,AS6,X,9.2,7.8,8.6,33,202,208.87142857142857
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,AS6,X,12.9,9.4,11.3,25,265,208.87142857142857
HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,AS6,X,13.0,9.7,11.5,25,269,208.87142857142857
HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,AS6,X,13.9,10.8,12.5,23,295,208.87142857142857
HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,AS6,X,11.1,8.6,10.0,28,235,208.87142857142857
HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4,AS6,X,12.0,9.1,10.7,26,253,208.87142857142857
HYUNDAI,SANTA FE SPORT ULTIMATE AWD,SUV - SMALL,2.0,4,AS6,X,12.5,9.6,11.2,25,264,208.87142857142857
HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS8,X,10.4,7.4,9.1,31,212,208.87142857142857
HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,9.8,6.9,8.5,33,202,208.87142857142857
HYUNDAI,SONATA HYBRID,MID-SIZE,2.0,4,AM6,X,6.0,5.3,5.7,50,135,208.87142857142857
HYUNDAI,SONATA HYBRID SE,MID-SIZE,2.0,4,AM6,X,5.9,5.1,5.6,50,132,208.87142857142857
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,AS6,X,10.1,7.8,9.0,31,213,208.87142857142857
HYUNDAI,TUCSON AWD,SUV - SMALL,1.6,4,AM7,X,9.9,8.5,9.3,30,221,208.87142857142857
HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4,AS6,X,11.0,9.1,10.2,28,241,208.87142857142857
INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Z,10.7,8.6,9.7,29,228,254.0648148148148
INFINITI,Q50 AWD,MID-SIZE,3.0,6,AS7,Z,12.4,8.7,10.8,26,253,254.0648148148148
INFINITI,Q50 AWD RED SPORT,MID-SIZE,3.0,6,AS7,Z,12.5,9.3,11.1,25,260,254.0648148148148
INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,9.1,7.7,8.5,33,200,254.0648148148148
INFINITI,Q60 AWD,SUBCOMPACT,2.0,4,AS7,Z,11.2,8.5,10.0,28,233,254.0648148148148
INFINITI,Q60 AWD,SUBCOMPACT,3.0,6,AS7,Z,12.3,8.6,10.7,26,251,254.0648148148148
INFINITI,Q60 AWD RED SPORT,SUBCOMPACT,3.0,6,AS7,Z,12.5,9.2,11.0,26,259,254.0648148148148
INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.8,11.7,24,274,254.0648148148148
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,14.9,10.3,12.8,22,301,254.0648148148148
INFINITI,QX30,COMPACT,2.0,4,AM7,Z,9.7,7.1,8.5,33,200,254.0648148148148
INFINITI,QX30 AWD,COMPACT,2.0,4,AM7,Z,10.6,8.0,9.4,30,221,254.0648148148148
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.5,9.0,10.9,26,257,254.0648148148148
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.2,15.1,19,354,254.0648148148148
JAGUAR,F-PACE 20d,SUV - SMALL,2.0,4,AS8,D,8.9,7.2,8.1,35,218,267.9875
JAGUAR,F-PACE 25t,SUV - SMALL,2.0,4,AS8,Z,10.7,8.8,9.9,29,227,267.9875
JAGUAR,F-PACE 35t,SUV - SMALL,3.0,6,AS8,Z,13.3,10.0,11.8,24,277,267.9875
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,2.0,4,AS8,Z,10.2,7.8,9.2,31,215,267.9875
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,11.9,8.5,10.4,27,242,267.9875
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,22,296,267.9875
JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,TWO-SEATER,3.0,6,AS8,Z,12.4,8.8,10.8,26,253,267.9875
JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,TWO-SEATER,3.0,6,M6,Z,15.3,10.0,12.9,22,302,267.9875
JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25,265,267.9875
JAGUAR,F-TYPE COUPE,TWO-SEATER,2.0,4,AS8,Z,10.2,7.8,9.2,31,215,267.9875
JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,AS8,Z,11.9,8.5,10.4,27,242,267.9875
JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,22,296,267.9875
JAGUAR,F-TYPE COUPE R-DYNAMIC,TWO-SEATER,3.0,6,AS8,Z,12.4,8.8,10.8,26,253,267.9875
JAGUAR,F-TYPE COUPE R-DYNAMIC,TWO-SEATER,3.0,6,M6,Z,15.3,10.0,12.9,22,302,267.9875
JAGUAR,F-TYPE COUPE R-DYNAMIC AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25,265,267.9875
JAGUAR,F-TYPE R AWD CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,15.6,10.4,13.3,21,311,267.9875
JAGUAR,F-TYPE R AWD COUPE,TWO-SEATER,5.0,8,AS8,Z,15.6,10.4,13.3,21,311,267.9875
JAGUAR,XE 20d AWD,COMPACT,2.0,4,AS8,D,7.8,5.8,6.9,41,186,267.9875
JAGUAR,XE 25t AWD,COMPACT,2.0,4,AS8,Z,9.8,6.9,8.5,33,200,267.9875
JAGUAR,XE 35t AWD,COMPACT,3.0,6,AS8,Z,11.8,8.2,10.2,28,238,267.9875
JAGUAR,XF 20d AWD,MID-SIZE,2.0,4,AS8,D,7.8,5.8,6.9,41,186,267.9875
JAGUAR,XF 25t AWD,MID-SIZE,2.0,4,AS8,Z,10.1,7.2,8.8,32,207,267.9875
JAGUAR,XF 35t AWD,MID-SIZE,3.0,6,AS8,Z,12.0,8.4,10.4,27,243,267.9875
JAGUAR,XJ R-SPORT AWD,FULL-SIZE,3.0,6,AS8,Z,14.0,9.0,11.8,24,276,267.9875
JAGUAR,XJL PORTFOLIO AWD,FULL-SIZE,3.0,6,AS8,Z,14.0,9.4,11.9,24,280,267.9875
JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.3,13.3,21,313,267.9875
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,X,11.0,7.8,9.6,29,225,250.34262948207171
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,E,15.5,10.5,13.3,21,218,250.34262948207171
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,11.4,8.3,10.0,28,234,250.34262948207171
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,2.4,4,A9,X,11.3,8.4,10.0,28,235,250.34262948207171
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,SUV - SMALL,2.4,4,A9,X,11.3,8.4,10.0,28,235,250.34262948207171
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,SUV - SMALL,2.4,4,A9,E,16.3,11.3,14.0,20,231,250.34262948207171
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,3.2,6,A9,X,11.6,8.6,10.3,27,241,250.34262948207171
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.7,10.2,28,239,250.34262948207171
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,12.8,9.0,11.1,25,259,250.34262948207171
JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,256,250.34262948207171
JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,3.2,6,A9,X,12.9,9.9,11.6,24,269,250.34262948207171
JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,10.6,7.6,9.3,30,218,250.34262948207171
JEEP,COMPASS,SUV - SMALL,2.4,4,M6,X,10.4,7.3,9.0,31,211,250.34262948207171
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222,250.34262948207171
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M6,X,10.8,7.6,9.4,30,221,250.34262948207171
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.0,6,A8,D,11.2,8.5,10.0,28,268,250.34262948207171
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265,250.34262948207171
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331,250.34262948207171
JEEP,GRAND CHEROKEE 4X4 SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18,368,250.34262948207171
JEEP,GRAND CHEROKEE 4X4 TRACKHAWK,SUV - STANDARD,6.2,8,A8,Z,20.9,13.8,17.7,16,413,250.34262948207171
JEEP,NEW WRANGLER 4X4,SUV - SMALL,2.0,4,A8,X,10.5,9.4,10.0,28,233,250.34262948207171
JEEP,NEW WRANGLER 4X4,SUV - SMALL,3.6,6,A8,X,12.8,10.4,11.8,24,274,250.34262948207171
JEEP,NEW WRANGLER 4X4,SUV - SMALL,3.6,6,M6,X,13.7,9.6,11.8,24,277,250.34262948207171
JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,2.0,4,A8,X,10.9,10.0,10.5,27,245,250.34262948207171
JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A8,X,12.9,10.2,11.7,24,275,250.34262948207171
