Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Make_mean_encoded
CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.5,11.1,14.0,20,329,265.8544303797468
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A10,Z,16.6,10.9,14.0,20,329,265.8544303797468
CADILLAC,XT5,SUV - SMALL,3.6,6,AS8,X,12.1,8.9,10.6,27,250,265.8544303797468
CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS8,X,12.8,9.3,11.2,25,263,265.8544303797468
CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,X,13.2,8.5,11.1,25,260,265.8544303797468
CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,X,13.7,9.0,11.6,24,272,265.8544303797468
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,15.0,10.2,12.8,22,302,265.8544303797468
CHEVROLET,CAMARO,SUBCOMPACT,2.0,4,AS8,Z,10.8,7.6,9.4,30,220,264.3469387755102
CHEVROLET,CAMARO,SUBCOMPACT,2.0,4,M6,Z,11.9,7.9,10.1,28,235,264.3469387755102
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,AS8,X,12.3,8.2,10.4,27,246,264.3469387755102
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,M6,X,14.4,8.4,11.7,24,274,264.3469387755102
CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,AS8,Z,14.2,8.7,11.7,24,273,264.3469387755102
CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,M6,Z,14.3,9.4,12.1,23,284,264.3469387755102
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Z,18.8,11.3,15.4,18,361,264.3469387755102
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,M6,Z,17.1,12.0,14.8,19,348,264.3469387755102
CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.8,8.8,9.3,30,218,264.3469387755102
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26,253,264.3469387755102
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,X,11.9,9.2,10.7,26,251,264.3469387755102
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,8.0,9.6,29,257,264.3469387755102
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,274,264.3469387755102
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.6,9.8,11.3,25,266,264.3469387755102
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.1,8.3,10.4,27,279,264.3469387755102
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.1,10.0,12.2,23,288,264.3469387755102
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.5,10.7,11.7,24,315,264.3469387755102
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15.0,13.0,14.1,20,331,264.3469387755102
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Z,15.5,9.2,12.7,22,297,264.3469387755102
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,14.2,9.0,11.9,24,278,264.3469387755102
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,17.6,10.3,14.3,20,336,264.3469387755102
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Z,15.6,10.6,13.4,21,312,264.3469387755102
CHEVROLET,CRUZE,COMPACT,1.4,4,AS6,X,8.0,5.9,7.1,40,166,264.3469387755102
CHEVROLET,CRUZE,COMPACT,1.4,4,M6,X,8.6,5.8,7.4,38,172,264.3469387755102
CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,AS6,X,8.1,6.0,7.2,39,169,264.3469387755102
CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,A9,D,7.7,5.0,6.5,43,175,264.3469387755102
CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,M6,D,7.8,4.6,6.3,45,170,264.3469387755102
CHEVROLET,CRUZE HATCHBACK,MID-SIZE,1.4,4,AS6,X,8.1,6.2,7.3,39,172,264.3469387755102
CHEVROLET,CRUZE HATCHBACK,MID-SIZE,1.4,4,M6,X,8.6,6.2,7.5,38,175,264.3469387755102
CHEVROLET,CRUZE HATCHBACK PREMIER,MID-SIZE,1.4,4,AS6,X,8.4,6.4,7.5,38,176,264.3469387755102
CHEVROLET,CRUZE HATCHBACK DIESEL,MID-SIZE,1.6,4,A9,D,7.8,5.2,6.6,43,178,264.3469387755102
CHEVROLET,CRUZE HATCHBACK DIESEL,MID-SIZE,1.6,4,M6,D,8.1,4.9,6.7,42,180,264.3469387755102
CHEVROLET,EQUINOX,SUV - SMALL,1.5,4,A6,X,9.2,7.3,8.3,34,195,264.3469387755102
CHEVROLET,EQUINOX,SUV - SMALL,1.6,4,A6,D,8.5,6.0,7.4,38,198,264.3469387755102
CHEVROLET,EQUINOX AWD,SUV - SMALL,1.5,4,A6,X,9.8,7.9,8.9,32,209,264.3469387755102
CHEVROLET,EQUINOX AWD,SUV - SMALL,1.6,4,A6,D,8.5,6.1,7.4,38,198,264.3469387755102
CHEVROLET,EQUINOX AWD,SUV - SMALL,2.0,4,A9,Z,10.9,8.3,9.7,29,228,264.3469387755102
CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,X,10.9,7.9,9.5,30,224,264.3469387755102
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,X,12.7,8.5,10.8,26,254,264.3469387755102
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,E,17.2,11.6,14.6,19,245,264.3469387755102
CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,X,8.8,6.5,7.8,36,181,264.3469387755102
CHEVROLET,MALIBU,MID-SIZE,2.0,4,A9,Z,10.5,7.4,9.1,31,213,264.3469387755102
CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,AV,X,4.8,5.5,5.1,55,121,264.3469387755102
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,10.0,11.8,24,278,264.3469387755102
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.4,17.1,17,284,264.3469387755102
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,298,264.3469387755102
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,298,264.3469387755102
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.7,13.9,17.1,17,283,264.3469387755102
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.9,10.9,13.1,22,307,264.3469387755102
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,13.8,20,324,264.3469387755102
CHEVROLET,SILVERADO eASSIST,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.4,10.0,11.8,24,278,264.3469387755102
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,23,294,264.3469387755102
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.2,15.2,18.0,16,296,264.3469387755102
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307,264.3469387755102
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307,264.3469387755102
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.0,15.0,18.3,15,309,264.3469387755102
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.6,11.6,13.8,20,324,264.3469387755102
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.0,11.7,14.1,20,331,264.3469387755102
CHEVROLET,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13.0,22,304,264.3469387755102
CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,8.8,6.6,7.8,36,184,264.3469387755102
CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,8.4,6.3,7.4,38,174,264.3469387755102
CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,9.3,7.0,8.3,34,193,264.3469387755102
CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9.2,6.8,8.1,35,190,264.3469387755102
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,AS6,X,8.8,6.6,7.8,36,184,264.3469387755102
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,M6,X,8.4,6.3,7.4,38,174,264.3469387755102
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,AS6,X,9.3,7.0,8.3,34,193,264.3469387755102
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,M5,X,9.2,6.8,8.1,35,190,264.3469387755102
CHEVROLET,SPARK,SUBCOMPACT,1.4,4,AV,X,7.8,6.2,7.1,40,167,264.3469387755102
CHEVROLET,SPARK,SUBCOMPACT,1.4,4,M5,X,8.0,6.0,7.1,40,166,264.3469387755102
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305,264.3469387755102
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305,264.3469387755102
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,E,19.8,13.9,17.2,16,285,264.3469387755102
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.3,10.9,13.3,21,313,264.3469387755102
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.3,10.9,13.3,21,312,264.3469387755102
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.3,15.7,19.3,15,321,264.3469387755102
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305,264.3469387755102
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305,264.3469387755102
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,E,19.8,13.9,17.2,16,285,264.3469387755102
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310,264.3469387755102
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310,264.3469387755102
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.8,14.5,18.0,16,299,264.3469387755102
CHEVROLET,TAHOE 4WD,SUV - STANDARD,6.2,8,A10,Z,16.4,10.7,13.8,20,325,264.3469387755102
CHEVROLET,TRAVERSE,SUV - STANDARD,2.0,4,A9,Z,11.7,9.0,10.5,27,246,264.3469387755102
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,AS9,X,12.9,8.7,11.0,26,258,264.3469387755102
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,AS9,X,13.7,9.4,11.8,24,276,264.3469387755102
CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,9.3,7.2,8.3,34,194,264.3469387755102
CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.2,7.1,8.2,34,194,264.3469387755102
CHEVROLET,TRAX 4WD,SUV - SMALL,1.4,4,AS6,X,9.9,7.8,8.9,32,210,264.3469387755102
CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,246.17045454545453
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,246.17045454545453
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,17.1,10.6,14.2,20,234,246.17045454545453
CHRYSLER,300,FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,246.17045454545453
CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258,246.17045454545453
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258,246.17045454545453
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12.0,15.0,19,248,246.17045454545453
CHRYSLER,PACIFICA,MINIVAN,3.6,6,A9,X,12.9,8.4,10.9,26,259,246.17045454545453
CHRYSLER,PACIFICA (Stop-Start),MINIVAN,3.6,6,A9,X,12.4,8.4,10.6,27,249,246.17045454545453
DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,276.3617886178862
DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307,276.3617886178862
DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325,276.3617886178862
DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,276.3617886178862
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302,276.3617886178862
DODGE,CHALLENGER GT AWD,MID-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258,276.3617886178862
DODGE,CHALLENGER GT AWD FFV,MID-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258,276.3617886178862
DODGE,CHALLENGER GT AWD FFV,MID-SIZE,3.6,6,A8,E,17.6,12.0,15.0,19,248,276.3617886178862
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325,276.3617886178862
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302,276.3617886178862
DODGE,CHALLENGER SRT DEMON,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339,276.3617886178862
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339,276.3617886178862
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352,276.3617886178862
DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.7,9.0,11.6,24,271,276.3617886178862
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,13.7,9.0,11.6,24,271,276.3617886178862
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,18.9,12.7,16.1,18,268,276.3617886178862
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,276.3617886178862
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,276.3617886178862
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,17.1,10.6,14.2,20,234,276.3617886178862
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.6,9.7,12.9,22,302,276.3617886178862
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,276.3617886178862
DODGE,CHARGER (MDS),FULL-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302,276.3617886178862
DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258,276.3617886178862
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258,276.3617886178862
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12.0,15.0,19,248,276.3617886178862
DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,16.0,10.1,13.3,21,312,276.3617886178862
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302,276.3617886178862
DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339,276.3617886178862
DODGE,DURANGO AWD,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265,276.3617886178862
DODGE,DURANGO AWD,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331,276.3617886178862
DODGE,DURANGO AWD SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.2,15.6,18,363,276.3617886178862
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,276,276.3617886178862
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.4,13.3,16.7,17,274,276.3617886178862
DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.2,11.1,25,261,276.3617886178862
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,284,276.3617886178862
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,19.1,13.2,16.4,17,274,276.3617886178862
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,10.0,12.4,23,292,276.3617886178862
FIAT,124 SPIDER,TWO-SEATER,1.4,4,A6,X,9.3,6.5,8.0,35,187,192.24657534246575
FIAT,124 SPIDER,TWO-SEATER,1.4,4,M6,X,9.0,6.7,7.9,36,185,192.24657534246575
FIAT,500,MINICOMPACT,1.4,4,A6,X,9.7,7.4,8.7,32,202,192.24657534246575
FIAT,500,MINICOMPACT,1.4,4,M5,X,8.4,7.0,7.8,36,182,192.24657534246575
FIAT,500 ABARTH,MINICOMPACT,1.4,4,A6,X,9.7,7.4,8.7,32,202,192.24657534246575
FIAT,500 ABARTH,MINICOMPACT,1.4,4,M5,X,8.4,7.0,7.8,36,182,192.24657534246575
FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,10.7,7.9,9.4,30,221,192.24657534246575
FIAT,500X,SUV - SMALL,1.4,4,M6,X,9.5,7.1,8.4,34,197,192.24657534246575
FIAT,500X,SUV - SMALL,2.4,4,A9,X,10.7,7.8,9.4,30,220,192.24657534246575
FIAT,500X AWD,SUV - SMALL,2.4,4,A9,X,11.0,8.0,9.7,29,226,192.24657534246575
FORD,C-MAX HYBRID,FULL-SIZE,2.0,4,AV,X,5.7,6.2,5.9,48,138,260.9888535031847
FORD,ECOSPORT,SUV - SMALL,1.0,3,AS6,X,8.6,8.1,8.4,34,195,260.9888535031847
FORD,ECOSPORT AWD,SUV - SMALL,2.0,4,AS6,X,10.2,8.0,9.3,30,217,260.9888535031847
FORD,EDGE,SUV - SMALL,2.0,4,AS6,X,11.5,8.0,9.9,29,233,260.9888535031847
FORD,EDGE (Start/Stop),SUV - SMALL,2.0,4,AS6,X,11.3,8.0,9.9,29,231,260.9888535031847
FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,13.5,9.1,11.5,25,270,260.9888535031847
FORD,EDGE AWD,SUV - SMALL,2.0,4,AS6,X,11.9,8.7,10.5,27,246,260.9888535031847
FORD,EDGE AWD,SUV - SMALL,2.7,6,AS6,X,13.8,9.8,12.0,24,282,260.9888535031847
FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,14.2,10.2,12.4,23,291,260.9888535031847
FORD,ESCAPE,SUV - SMALL,1.5,4,AS6,X,10.2,7.8,9.1,31,214,260.9888535031847
FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,X,11.1,8.1,9.7,29,229,260.9888535031847
FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,E,15.2,10.9,13.3,21,219,260.9888535031847
FORD,ESCAPE AWD,SUV - SMALL,1.5,4,AS6,X,10.7,8.3,9.6,29,226,260.9888535031847
FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,X,11.5,8.8,10.3,27,241,260.9888535031847
FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS10,X,13.8,10.7,12.4,23,291,260.9888535031847
FORD,EXPEDITION MAX 4X4,SUV - STANDARD,3.5,6,AS10,X,14.9,11.2,13.2,21,311,260.9888535031847
FORD,EXPLORER,SUV - STANDARD,2.3,4,AS6,X,12.6,8.6,10.8,26,254,260.9888535031847
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,13.9,9.8,12.1,23,283,260.9888535031847
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18.7,13.0,16.2,17,269,260.9888535031847
FORD,EXPLORER AWD,SUV - STANDARD,2.3,4,AS6,X,13.1,9.2,11.4,25,267,260.9888535031847
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,13.0,22,305,260.9888535031847
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.5,10.6,12.7,22,299,260.9888535031847
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.7,14.3,17.3,16,288,260.9888535031847
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,11.9,9.0,10.6,27,249,260.9888535031847
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12.0,9.4,10.8,26,253,260.9888535031847
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12.3,9.4,11.0,26,258,260.9888535031847
FORD,F-150,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,10.8,8.0,9.5,30,256,260.9888535031847
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.0,6,AS10,D,10.8,8.4,9.7,29,260,260.9888535031847
FORD,F-150,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.3,9.4,11.0,26,259,260.9888535031847
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.3,9.3,10.9,26,257,260.9888535031847
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,16.8,12.7,14.9,19,248,260.9888535031847
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.4,9.8,11.2,25,263,260.9888535031847
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.4,9.8,11.2,25,263,260.9888535031847
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,E,16.8,12.7,14.9,19,248,260.9888535031847
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.6,10.1,12.0,24,282,260.9888535031847
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.6,10.7,12.3,23,288,260.9888535031847
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.7,11.2,12.5,23,293,260.9888535031847
FORD,F-150,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.1,10.4,12.4,23,292,260.9888535031847
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,13.9,10.2,12.2,23,286,260.9888535031847
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.2,14.0,17.4,16,288,260.9888535031847
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.7,11.2,13.1,22,308,260.9888535031847
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.7,11.2,13.1,22,307,260.9888535031847
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.2,14.0,17.4,16,288,260.9888535031847
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.7,11.8,13.8,20,324,260.9888535031847
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.7,11.8,13.8,20,323,260.9888535031847
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.3,14.0,17.4,16,288,260.9888535031847
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12.6,9.8,11.3,25,265,260.9888535031847
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,13.1,10.2,11.8,24,277,260.9888535031847
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,13.1,9.8,11.6,24,272,260.9888535031847
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.8,9.3,10.7,26,288,260.9888535031847
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.8,9.3,10.7,26,288,260.9888535031847
FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.2,8.4,9.9,29,266,260.9888535031847
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,13.0,10.3,11.8,24,277,260.9888535031847
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.9,10.2,11.7,24,273,260.9888535031847
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,17.6,13.7,15.8,18,263,260.9888535031847
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,X,13.8,10.7,12.4,23,291,260.9888535031847
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,X,13.8,10.7,12.4,23,291,260.9888535031847
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,E,17.5,13.7,15.8,18,262,260.9888535031847
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.3,10.5,12.6,22,295,260.9888535031847
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.4,10.6,12.7,22,297,260.9888535031847
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.5,11.2,13.0,22,305,260.9888535031847
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.6,10.9,13.0,22,304,260.9888535031847
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,15.1,11.0,13.3,21,311,260.9888535031847
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.0,15.6,18.0,16,300,260.9888535031847
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.7,11.8,13.8,20,324,260.9888535031847
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,15.1,11.8,13.8,20,324,260.9888535031847
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.0,15.6,18.0,16,300,260.9888535031847
